blueWins,blueKillDiff,blueDeathDiff,blueAssistsDiff,blueWardPlacedDiff,blueWardDestroyedDiff,blueAvgLvlDiff,blueTowerDestroyedDiff,blueCSPerMinDiff,dragTeam,heraldTeam,fbTeam
1,5,-5,6,-2,0,0.2,0,0.7,0,0,1
1,2,-2,10,80,1,0,0,-0.9,1,0,1
0,1,-1,-1,2,1,0.2,0,2.3,-1,0,1
0,-3,3,-2,2,-5,-0.2,0,-4.1,0,1,-1
1,-4,4,-3,-2,-1,-0.6,0,-0.7,-1,0,-1
0,0,0,0,-3,2,0,0,-3.7,1,0,1
1,1,-1,6,30,-3,-0.2,0,-3,0,-1,-1
1,5,-5,1,11,-2,0.8,1,4.6,-1,0,1
0,-1,1,-5,1,0,0,0,2.5,0,-1,1
0,-3,3,-4,90,-2,-0.2,0,-1.2,1,0,-1
0,-5,5,2,-3,0,-0.6,-1,-3.9,0,0,1
0,-1,1,-4,15,4,0.6,0,-0.6,-1,1,1
0,-6,6,-4,3,-5,-0.6,-1,-4.9,-1,0,1
0,0,0,-5,6,0,0.4,0,2.9,1,0,-1
0,-5,5,-4,-40,-2,-0.6,0,-1.5,1,-1,-1
0,1,-1,1,-28,-1,0.2,0,-1.4,-1,-1,-1
0,-1,1,-7,-1,0,0.2,-2,2.5,1,-1,1
0,3,-3,6,-2,2,0,0,-1.8,1,0,1
0,-8,8,-11,3,-2,-0.6,0,-3.8,-1,0,-1
1,3,-3,6,-11,3,0.2,0,-1,0,0,-1
1,7,-7,7,2,-1,0.6,0,3.5,1,1,1
1,7,-7,4,24,1,0.6,1,3.1,1,1,1
0,3,-3,4,0,2,0.2,0,1.2,0,0,-1
0,-7,7,-9,30,0,-0.8,0,-7.3,0,0,-1
0,-6,6,-6,-2,-3,-1,0,-4.5,-1,0,-1
1,1,-1,-1,-3,-1,0.2,0,2.6,0,0,1
1,-3,3,-8,2,0,0.2,0,0.9,-1,0,-1
0,-1,1,-3,3,-4,0,0,-3.8,0,0,-1
0,0,0,-2,-6,3,-0.2,0,0,-1,0,-1
0,0,0,2,-4,4,-0.4,0,-2.1,1,0,1
0,-11,11,-11,-1,-2,-1.2,0,-6.9,1,0,1
0,-4,4,-9,-8,-2,-0.4,0,-2.3,0,0,1
0,-5,5,-7,1,-2,-0.4,0,-4.3,0,0,-1
0,-3,3,-3,-3,0,-0.2,0,-4.8,-1,-1,-1
1,-2,2,-4,0,1,-0.2,-1,-1.2,1,-1,-1
1,5,-5,6,5,1,0.4,0,1.7,1,0,1
0,-4,4,-2,6,1,-0.6,-1,-4.3,0,0,-1
1,7,-7,5,-13,-3,0.4,2,3.3,0,1,1
0,-3,3,-5,-20,-3,-0.2,0,3.5,-1,-1,-1
1,4,-4,6,4,-2,0.6,0,3.2,1,0,-1
1,10,-10,12,9,1,0.6,0,3.9,-1,-1,1
0,-3,3,-4,-1,0,-0.4,-1,-4.3,-1,-1,-1
1,2,-2,1,1,5,0.6,0,0.3,1,0,1
1,5,-5,8,-1,3,0.6,0,-2.3,-1,0,1
1,-1,1,0,-2,0,0.2,0,2.6,0,0,1
1,-5,5,-8,-123,-2,-0.4,0,-2,1,0,-1
1,-1,1,-1,-2,0,0,0,1.3,1,0,-1
1,-1,1,-1,-1,-3,-0.2,0,-1.5,0,0,-1
1,-1,1,-2,0,0,0,0,-1.3,1,0,-1
0,-3,3,0,-20,1,-0.2,0,0.2,0,0,-1
0,3,-3,6,-2,-1,0.2,0,-1.7,1,0,1
1,-3,3,-6,-5,3,0,0,-2,-1,0,-1
1,1,-1,1,-22,3,0,1,3.6,1,-1,-1
1,6,-6,5,17,2,0.8,0,2.5,1,0,1
1,4,-4,7,4,-2,0.2,0,2,1,0,1
0,1,-1,2,28,5,0.2,-1,2,1,-1,1
1,3,-3,5,1,0,0.4,0,0.4,1,0,-1
1,0,0,0,-1,-1,-0.2,0,-1.3,-1,-1,-1
0,-2,2,1,23,2,-0.2,0,-0.6,0,0,-1
0,-3,3,3,17,2,-0.4,0,-2.1,1,1,1
0,3,-3,4,-23,0,-0.4,-1,-3.7,1,1,1
0,-1,1,2,-1,1,-0.4,0,-5.3,-1,0,1
0,-1,1,-4,4,-1,0,0,2.6,0,0,1
0,-5,5,-5,-1,3,-0.2,0,-3.3,1,0,1
1,1,-1,2,2,-1,0.2,0,-2.5,-1,-1,-1
1,4,-4,5,1,-1,0.2,0,1.2,1,0,1
0,-5,5,-6,0,0,0,0,-0.6,-1,0,-1
0,-2,2,-4,40,-1,-0.6,0,2.6,-1,0,-1
0,-1,1,-4,2,0,0,0,1.9,-1,0,1
0,-5,5,-3,19,-1,-0.2,0,0.4,1,-1,-1
0,-3,3,-2,15,1,-0.2,0,-2.2,0,0,-1
0,2,-2,5,35,2,0,0,-4.7,0,-1,1
1,2,-2,3,0,1,0.6,0,0.6,1,0,-1
0,-1,1,-7,-1,-1,0.4,-1,2.9,1,0,-1
0,9,-9,12,-3,4,0.8,0,2.7,1,-1,1
1,6,-6,0,1,0,1,0,3.6,-1,0,-1
0,-4,4,-3,-3,1,-0.8,0,-0.6,-1,0,1
0,5,-5,7,0,3,0.8,0,4.2,1,0,-1
0,2,-2,2,-20,0,0.2,0,4.9,1,-1,-1
0,-3,3,-7,0,-2,0.4,0,3.6,-1,-1,-1
0,-6,6,-9,-1,1,-0.6,0,-5.8,-1,-1,-1
1,3,-3,5,141,1,0.4,0,1.7,1,0,1
1,4,-4,11,-16,5,0.2,0,1.2,0,1,-1
1,-4,4,-3,-26,-1,-0.4,0,-0.3,-1,0,-1
0,0,0,0,3,2,-0.6,0,-2,1,0,-1
1,4,-4,7,-30,2,0.6,0,-1.6,0,0,-1
0,1,-1,6,-3,1,0,0,-0.9,-1,0,1
0,-1,1,0,6,-1,0.2,0,2.6,1,0,-1
0,-8,8,-10,-2,-2,-0.6,0,-5.5,-1,-1,-1
0,0,0,0,-18,-1,0,0,4.9,-1,0,-1
0,-1,1,4,-1,1,-0.6,0,-0.7,-1,0,1
1,-9,9,-9,-1,-1,-0.2,0,0.6,0,0,-1
0,-7,7,-7,1,2,-0.2,0,-2.9,-1,0,-1
1,6,-6,0,-22,3,0.6,0,1.9,0,0,1
0,-1,1,-2,-3,0,-0.6,0,-6.5,-1,0,-1
0,5,-5,13,0,2,0.4,0,-1.7,1,0,1
0,-5,5,-6,25,-14,-0.8,0,-4.4,-1,0,-1
1,4,-4,5,12,-8,0.2,0,1.3,0,0,-1
0,-5,5,-3,37,-4,-0.4,0,-3.3,-1,0,-1
0,-2,2,-4,0,-1,0.2,0,-1.4,0,0,-1
0,0,0,-2,-1,0,-0.2,0,-2.2,-1,-1,-1
0,-7,7,-16,-3,0,-0.6,0,1.3,-1,0,1
1,6,-6,5,4,1,0.4,0,5.2,-1,0,1
0,-4,4,-13,-2,0,-0.2,0,0.9,-1,0,-1
1,8,-8,12,-11,1,0.8,0,2.6,1,0,1
1,1,-1,-1,-13,-1,-0.2,0,-1.4,-1,0,1
0,-5,5,-5,-5,-3,-0.4,0,0.5,-1,0,-1
0,-2,2,-4,39,1,0.2,0,-2.1,1,0,-1
1,1,-1,3,6,5,0.2,0,4.7,0,1,1
1,1,-1,-3,1,1,0.2,0,2.2,1,1,-1
0,-4,4,-2,-42,3,-0.6,0,-2.2,-1,0,-1
1,-7,7,-11,-35,0,-0.2,0,1.7,-1,0,-1
0,4,-4,9,0,0,0.2,0,4.3,-1,1,1
1,5,-5,4,1,1,0,0,0.4,1,0,1
1,-1,1,-2,42,1,-0.2,0,-0.6,0,0,1
0,-4,4,-2,2,2,-0.2,0,-2,0,1,-1
0,-1,1,2,-1,-3,-0.4,0,-0.6,0,0,-1
1,3,-3,4,1,-2,0.2,0,2.4,-1,0,1
1,4,-4,-1,-5,5,0.4,0,1.7,1,0,-1
0,-4,4,-9,-43,-6,-0.6,0,-1.1,1,0,-1
0,-3,3,-4,-19,0,0.2,0,0.7,-1,0,-1
1,2,-2,3,-30,1,0.4,0,7.2,0,0,1
1,5,-5,7,-2,1,0.4,0,-1,0,0,-1
0,-6,6,-10,-4,0,-0.8,0,-6.7,-1,-1,1
1,-2,2,-3,-1,4,0.4,0,-0.3,1,0,1
1,2,-2,-2,1,2,0.6,0,1.5,0,0,1
1,7,-7,9,7,1,0.6,1,4.2,1,-1,1
1,7,-7,7,9,-2,0,0,0.7,-1,1,1
1,1,-1,1,-93,0,0.2,0,1.4,-1,1,1
1,5,-5,9,9,0,0.4,0,2.7,1,0,1
1,1,-1,0,1,1,0,0,-3.6,-1,0,1
0,3,-3,3,14,2,0.2,0,-3,-1,0,-1
1,2,-2,1,4,-2,0.6,0,1.5,0,0,1
0,-3,3,0,2,-2,-1,0,-2.4,0,0,-1
0,-2,2,-2,0,0,-0.4,0,0.3,1,-1,-1
0,-8,8,-5,-2,-3,-0.8,0,-5.5,-1,0,-1
0,2,-2,1,-8,3,0.2,0,0.9,-1,0,1
0,-3,3,-7,-13,-3,-0.4,0,1.6,-1,0,1
1,-2,2,1,-2,0,-0.4,0,-4.7,0,0,1
0,-2,2,2,-5,3,0.2,0,-5.5,1,0,-1
0,2,-2,2,11,-4,0,0,-1.5,-1,0,-1
0,-1,1,1,4,-4,-0.2,0,-1.5,1,1,-1
1,-1,1,0,-7,3,0.2,0,4.9,0,0,-1
1,1,-1,2,0,1,0,0,3.1,-1,-1,1
0,1,-1,1,0,-1,0.2,0,-1,-1,0,-1
0,-10,10,-7,24,2,-0.6,0,-0.1,-1,-1,-1
0,2,-2,-1,-89,0,0.4,0,-2.7,-1,1,-1
1,6,-6,4,-87,0,1,0,4.5,0,1,-1
0,3,-3,7,1,1,-0.2,0,0.3,1,0,1
0,0,0,3,-1,-2,-0.2,0,-0.5,-1,0,1
1,3,-3,5,2,0,0.6,0,3.3,1,0,-1
0,-11,11,-14,-4,-7,-2.6,-2,-10.1,0,0,-1
1,4,-4,5,-1,1,0,0,6.9,1,0,1
0,-1,1,-1,-22,8,-1,0,-2.9,1,0,-1
0,-2,2,2,3,-2,-0.6,0,0.9,0,0,1
1,0,0,3,0,-1,0,0,-1.5,0,1,1
0,2,-2,-1,3,-1,-0.4,0,2.4,-1,1,1
1,1,-1,3,-25,-2,0.2,0,-2.1,-1,0,1
1,6,-6,4,32,17,0.4,0,1.8,1,0,1
1,2,-2,7,9,-1,-0.6,0,-1.7,1,0,1
0,-7,7,-7,-21,-2,-1.2,-1,-3.1,1,0,-1
0,0,0,1,2,-2,0,0,3.3,-1,1,-1
1,7,-7,12,-3,1,0.8,0,4.6,-1,0,-1
0,-7,7,-9,-25,0,-0.8,0,-2.6,-1,0,-1
1,-5,5,-11,24,-1,-0.2,-1,-0.5,-1,0,-1
1,1,-1,0,-30,5,0,0,-2.5,1,0,1
0,-2,2,-4,9,-1,-0.2,0,-3.7,1,0,-1
0,-6,6,-10,-25,0,-0.4,0,1.2,1,-1,1
0,-3,3,0,-3,1,-0.4,0,-1.3,-1,0,-1
1,2,-2,-3,2,1,-0.2,0,-2.7,1,0,1
0,-8,8,-8,-9,2,-0.6,0,-0.4,0,0,-1
1,-2,2,1,2,-3,0.2,0,1.6,1,0,-1
0,2,-2,3,-1,-1,0.2,0,2.5,-1,0,-1
0,-2,2,1,5,-1,-0.6,-1,-1.6,-1,-1,-1
0,-4,4,-3,-3,0,-0.4,0,-0.4,-1,-1,-1
0,0,0,1,-39,3,-0.4,0,1,-1,-1,-1
0,-4,4,-4,0,1,-0.4,0,-5.5,-1,0,-1
0,-2,2,-4,-3,1,0,0,0.7,-1,0,1
0,-8,8,-7,-1,-2,-1.4,0,-5.2,-1,1,-1
1,-1,1,-1,1,0,0,0,0.8,0,0,-1
1,2,-2,3,0,2,0,0,-2.6,1,0,1
1,8,-8,10,-108,2,0.2,0,-1.6,1,0,1
0,2,-2,-1,64,1,0.6,0,4.9,0,0,1
1,6,-6,5,5,1,0.6,0,1.9,1,0,1
1,-1,1,-4,7,-2,-0.6,0,-2.4,-1,-1,-1
0,0,0,1,-33,16,-0.2,0,-1.6,1,0,-1
1,6,-6,6,3,1,0,0,0,-1,0,-1
0,-7,7,-4,4,-2,-0.4,-1,-3.1,-1,-1,-1
1,1,-1,5,-2,0,0.8,0,4.8,0,0,-1
0,-5,5,-3,-72,-2,-0.4,0,-0.3,-1,0,-1
1,0,0,-7,-12,-4,0,0,-0.7,0,0,-1
0,-6,6,-9,23,0,-0.6,0,-3.1,0,0,-1
1,5,-5,4,1,1,0.6,0,6.7,1,0,1
1,0,0,-4,0,1,0.4,0,3.2,1,0,-1
0,-3,3,-7,-4,1,0.2,0,-0.3,-1,1,-1
0,6,-6,8,-1,1,0.6,1,1.5,0,0,1
1,3,-3,1,-2,0,0.6,0,-1,1,0,-1
0,1,-1,2,25,-2,-0.2,0,-0.6,-1,0,-1
0,-1,1,6,-7,1,-0.2,0,-5.3,1,0,-1
0,-11,11,-16,-2,-4,-0.8,0,-5.6,-1,1,-1
0,-1,1,-4,-9,-2,-0.2,0,-4.5,-1,0,-1
1,3,-3,6,1,-2,-0.2,0,-1.9,1,1,1
1,-1,1,-2,-7,-2,-0.2,0,0.2,1,0,1
0,1,-1,3,-1,1,-0.2,0,-1.1,0,1,-1
1,6,-6,3,4,-3,0.6,0,5.9,1,1,1
1,0,0,-1,9,-1,-0.2,1,0.1,-1,1,1
1,4,-4,6,3,-2,0.4,0,-2.5,0,0,1
1,5,-5,7,-117,8,0.2,0,-2.4,1,0,-1
0,-4,4,-14,2,0,-0.4,0,3.1,0,0,1
1,0,0,1,0,0,0,0,-0.7,1,0,-1
0,4,-4,5,0,2,-0.2,0,-0.6,1,0,1
1,-1,1,2,0,-2,-0.6,0,-2.7,-1,-1,1
0,-4,4,-4,-1,-1,-0.8,0,-4.5,0,0,-1
1,0,0,4,4,0,0.4,0,1,-1,0,-1
1,4,-4,7,-25,3,0.2,-1,0.5,1,-1,-1
0,-3,3,-4,-31,0,-0.8,0,-5.4,-1,-1,-1
1,3,-3,-1,-79,0,0.2,0,3.6,1,0,-1
1,3,-3,3,3,2,0.2,0,-0.3,1,0,-1
0,-3,3,3,0,-2,-0.2,0,-1.3,0,0,-1
0,-3,3,-5,-4,-2,-0.4,0,-2.3,-1,1,1
0,-2,2,-2,18,-2,-0.2,0,-2.4,-1,0,-1
1,1,-1,1,-1,4,-0.2,0,0.9,-1,0,1
0,4,-4,2,3,0,0.4,0,-0.4,1,0,-1
1,4,-4,4,1,-2,0.4,0,1.7,0,-1,1
1,-1,1,1,24,2,0.2,0,-2.1,1,0,-1
0,4,-4,6,1,0,0.2,0,0.5,-1,0,1
0,-6,6,-9,-15,-1,-0.4,0,2.8,-1,0,1
1,-2,2,-6,1,-2,-0.2,0,-1.1,-1,0,-1
1,0,0,-9,-30,6,0,0,2.6,1,1,-1
0,-4,4,-10,62,1,-0.2,0,3,-1,0,-1
1,4,-4,6,0,0,0.6,0,-0.2,1,0,-1
1,1,-1,0,-1,-1,0,0,2,1,0,-1
1,3,-3,3,7,-2,0.4,0,2.7,1,0,1
1,1,-1,-1,1,2,0.4,0,0.3,1,0,1
1,-1,1,0,118,2,-0.2,0,-1.1,-1,0,-1
1,5,-5,-1,-32,-2,0,0,-0.4,-1,0,1
1,3,-3,5,0,-2,0.2,0,-1.1,1,1,1
0,-3,3,-1,1,-2,-0.6,0,0.7,-1,0,1
1,-3,3,-8,-2,2,-0.2,0,1.3,1,-1,-1
0,0,0,1,-16,13,-0.8,0,-0.8,1,-1,1
0,0,0,2,1,6,0.2,0,-2.2,1,1,1
0,-5,5,-7,1,-2,-0.4,0,3.5,-1,0,1
0,-1,1,4,-142,0,0,1,0.8,1,-1,1
1,4,-4,4,-5,2,0.4,0,4.9,0,0,1
0,-3,3,1,4,0,0.2,0,-0.5,-1,0,-1
0,4,-4,3,25,2,0.6,0,0.9,0,0,1
0,-7,7,-2,-4,-3,-1.2,0,-6.5,-1,0,-1
1,-2,2,-3,2,4,-0.2,0,-1.6,1,0,-1
1,4,-4,6,21,1,0,0,-3.2,1,0,1
0,1,-1,2,-27,1,0,0,1.1,-1,0,-1
1,-1,1,-2,72,-2,0.4,0,5.9,1,0,-1
1,2,-2,3,0,2,0.4,0,4.7,1,0,1
0,4,-4,2,18,0,0.4,0,-1,0,0,-1
0,-1,1,1,2,-1,0,0,0.7,1,0,1
0,-7,7,-10,4,-2,-1.2,0,-6,-1,0,1
1,-1,1,-4,-3,1,0.2,0,-1.3,-1,1,-1
1,1,-1,-1,0,1,0.4,0,2,1,0,1
0,-6,6,-12,-2,2,0,0,0.9,0,1,-1
0,0,0,2,-7,0,0,0,3,1,0,-1
0,-5,5,-3,3,1,-0.4,0,-3.3,-1,-1,-1
1,0,0,-4,1,1,0,0,3.4,-1,1,1
0,1,-1,0,5,1,0.4,0,1.8,-1,1,-1
0,5,-5,6,3,2,0.2,0,-0.2,1,0,1
1,1,-1,0,3,-1,0.6,0,3.2,1,0,-1
0,6,-6,5,0,1,0.4,0,1.5,1,0,1
0,-9,9,-7,3,-3,-1,0,-5,1,0,-1
0,-7,7,-7,-28,-1,-0.6,0,-2,1,0,-1
0,2,-2,1,21,1,0,0,-3.4,-1,0,1
1,5,-5,8,4,1,0.2,0,-1.8,1,0,-1
1,1,-1,1,4,-1,-0.6,0,2.7,1,0,1
1,0,0,6,-3,6,0.2,0,-1.3,1,1,1
1,0,0,2,60,2,0,0,2,1,0,-1
1,0,0,-1,-3,0,0,0,2.8,1,1,1
1,10,-10,16,33,2,0.6,0,0.7,0,0,-1
1,5,-5,6,1,2,0.2,1,1.3,1,0,1
0,-3,3,-2,22,-3,-0.4,0,-1.3,-1,0,1
1,2,-2,2,51,4,0.2,0,-0.7,1,0,1
1,-2,2,-3,-3,5,0,0,0,0,0,-1
0,2,-2,5,33,-3,0,0,1.8,-1,-1,1
1,-2,2,-8,-14,1,0.2,0,1.2,-1,0,-1
0,-4,4,-5,1,1,-0.2,0,-1,0,1,-1
0,-4,4,1,-2,-1,-0.4,0,-1,-1,0,-1
0,-4,4,-2,26,0,-0.4,0,-5.3,0,0,1
1,-2,2,-10,1,-2,-0.6,0,-1,1,0,-1
1,3,-3,-4,1,2,0.4,0,2,1,1,1
1,-4,4,-5,-7,0,-0.4,0,-1.4,1,0,1
0,0,0,-2,9,-7,-0.2,0,-0.9,1,0,-1
0,4,-4,1,27,1,0.4,0,1.7,1,1,1
0,-7,7,-11,-5,0,-0.6,0,-2.8,-1,0,-1
0,-4,4,0,1,-2,-0.6,0,-1.9,-1,0,-1
0,-5,5,-4,-1,-2,-0.2,0,-0.6,-1,0,-1
1,5,-5,3,26,1,0.4,0,2.6,1,1,1
1,6,-6,6,3,-2,0.8,0,0.2,1,1,1
1,0,0,-1,6,0,0.2,0,6.6,1,1,1
1,2,-2,0,-20,-2,-0.2,0,1.5,1,0,1
0,-5,5,-7,0,0,-0.6,0,-2.7,0,0,-1
1,4,-4,3,-1,1,0,0,2.6,-1,0,1
1,2,-2,1,3,1,0,1,5.5,-1,1,1
1,1,-1,4,1,1,-0.2,0,0.8,0,0,-1
1,6,-6,3,-9,-1,0.6,0,-1.1,1,0,-1
0,-1,1,4,-3,1,-0.2,0,3.4,0,-1,1
1,2,-2,2,-4,1,0,0,0.2,-1,0,1
0,4,-4,3,7,-2,0,0,-1.6,-1,1,1
0,0,0,-5,17,2,0.2,0,2.4,1,0,-1
0,-5,5,-2,-4,0,-0.2,0,3.1,-1,0,-1
0,-2,2,-10,2,0,-0.8,0,-5.1,0,0,1
1,-2,2,-5,1,3,-0.2,0,1.4,0,0,1
0,-3,3,0,-1,-1,0,0,6.1,-1,-1,-1
0,2,-2,1,0,0,-0.2,0,0.5,1,-1,1
0,-3,3,-7,4,-1,0,0,-1.9,-1,1,1
0,-5,5,-9,0,2,-0.2,0,-5,-1,0,-1
0,-5,5,-10,-6,-1,0,0,0.9,-1,1,-1
1,4,-4,6,8,4,0.6,1,3.2,1,0,1
0,2,-2,9,-3,1,0,0,2.3,1,0,1
1,11,-11,15,4,0,0.8,0,2.4,0,1,-1
0,2,-2,1,-4,-1,0.2,0,0.7,-1,0,-1
0,-5,5,-5,-58,0,-0.4,0,-1.4,0,-1,-1
0,5,-5,3,-2,3,0.8,0,1.7,0,0,-1
0,0,0,-2,1,1,-0.6,0,-3.3,-1,0,1
0,-1,1,1,0,0,-0.6,0,-2.5,-1,0,1
0,0,0,2,140,4,-0.2,0,-4.4,1,-1,1
0,-2,2,-1,-3,-1,-0.4,0,0.3,-1,1,-1
0,-2,2,-1,98,2,-0.2,0,-2.7,0,0,1
1,5,-5,3,0,3,0.8,0,-2.6,-1,0,-1
0,0,0,6,-3,-1,-0.4,-1,-3.3,0,-1,1
1,-2,2,-3,-103,-1,0.2,0,-0.2,1,0,-1
0,6,-6,8,-6,4,0.4,0,1.4,-1,0,-1
0,1,-1,5,-2,0,-0.2,0,1.2,0,0,1
0,-6,6,-8,-1,-2,-0.4,0,-1.3,-1,0,-1
1,1,-1,0,1,0,0.6,0,7.2,-1,0,1
0,0,0,1,-4,-2,-0.2,0,0.7,0,0,-1
1,0,0,5,1,0,0.4,0,3,1,-1,1
0,-6,6,-4,25,-5,-0.4,0,4.1,-1,0,-1
0,-2,2,-4,43,-1,0,0,-1.6,-1,0,-1
0,-5,5,-4,-27,0,-1,0,0.7,-1,0,1
1,-3,3,-1,0,-3,-0.2,0,-3,0,0,1
0,-2,2,-6,-24,-2,-0.2,0,-1.9,1,1,-1
0,-9,9,-9,-1,4,-0.8,0,0.6,0,1,1
1,2,-2,5,2,2,0,0,-3.8,1,0,-1
1,3,-3,4,75,0,-0.2,0,-2.1,-1,-1,1
1,-3,3,-7,5,-2,0,0,4.7,1,0,1
1,7,-7,8,-65,-2,0.4,0,3.3,-1,1,1
1,8,-8,16,0,-2,0.8,0,2.9,1,0,1
1,2,-2,2,-24,0,0.4,0,5.3,-1,0,1
1,-4,4,-3,0,0,-0.6,0,-2,1,0,-1
0,-1,1,-2,1,-1,0,0,-0.4,0,0,-1
1,2,-2,0,-11,-1,0.4,0,2.9,-1,0,-1
1,7,-7,4,0,-1,0.4,0,4.2,1,0,1
1,-2,2,-1,-1,-1,-0.2,0,-0.6,-1,1,1
0,-2,2,-3,34,-3,-0.2,0,-0.8,0,0,-1
1,6,-6,10,-12,-3,0,1,-1.3,-1,1,1
1,3,-3,3,8,-2,0.6,0,-0.6,0,0,-1
0,2,-2,0,-2,0,0,0,-1.4,1,0,-1
1,-7,7,-6,2,-2,-0.2,0,1,-1,0,-1
0,-10,10,-18,19,-4,-0.8,-1,-3.3,-1,-1,1
1,-2,2,1,-45,-2,-0.2,0,0.3,1,-1,1
0,-4,4,-5,-2,0,-0.2,0,-2.9,0,-1,1
1,1,-1,-1,22,-1,0.2,0,-2.6,1,0,1
1,10,-10,8,-4,3,0.8,0,2.8,1,0,1
1,7,-7,3,5,-3,0.2,0,0.9,0,1,1
1,6,-6,8,-1,-2,0.8,0,4.7,1,0,1
1,0,0,1,-63,-2,0,0,-1.6,-1,0,1
0,-1,1,1,-23,-4,-0.2,0,1,-1,-1,-1
0,0,0,-4,-1,1,-0.2,0,1.1,0,1,-1
1,6,-6,7,4,-1,0.4,0,4.9,0,0,1
1,1,-1,1,0,0,0.2,0,1.9,-1,0,1
0,-5,5,-10,38,4,-0.2,0,-3,-1,0,-1
1,-2,2,-3,21,2,-0.4,0,-5.2,0,0,1
0,-2,2,-3,3,1,0,0,2.4,1,0,-1
1,0,0,-1,22,3,0,0,0.9,-1,1,1
0,1,-1,-1,-4,1,-0.2,0,2.2,1,0,-1
0,-12,12,-13,-33,-3,-1.4,0,-4.6,-1,-1,1
1,0,0,-2,1,-1,0.2,0,-2.2,-1,0,-1
1,3,-3,1,-19,1,0.2,0,3.5,-1,-1,-1
0,-5,5,-8,-25,0,0.2,0,-0.9,1,0,-1
0,-7,7,-4,-39,-2,-0.2,0,3.2,0,-1,-1
0,-3,3,-3,7,1,-0.2,0,0.6,-1,-1,-1
0,0,0,2,-53,3,-0.2,0,0.2,1,0,-1
1,1,-1,-1,2,-1,-0.2,2,-0.8,-1,1,1
1,2,-2,7,2,1,0.4,0,2.8,1,1,-1
0,-4,4,-3,1,0,-0.6,0,-1.4,-1,-1,1
1,3,-3,5,3,-1,0.2,0,3.9,-1,0,-1
1,13,-13,17,4,1,1.4,1,5.9,1,0,1
0,2,-2,1,-27,0,0,0,1.1,0,0,1
1,10,-10,14,-18,3,0.6,0,7,1,1,-1
0,-5,5,-5,22,-1,-0.2,0,0.7,-1,-1,-1
1,3,-3,3,110,-1,0.4,0,-0.5,1,-1,1
0,-9,9,-9,-15,0,-0.8,0,-5.4,-1,0,-1
1,9,-9,9,-60,-3,1,0,2.4,1,-1,1
1,3,-3,5,-3,-2,0.6,0,-1.9,-1,0,1
1,1,-1,0,5,-1,-0.2,0,-1.3,1,1,1
1,3,-3,-1,6,-5,0.2,0,0.4,-1,-1,1
0,4,-4,-2,11,-1,0.4,0,2.9,-1,1,-1
0,-2,2,-1,18,2,-0.4,0,-0.5,-1,0,1
0,-8,8,-6,62,0,-0.6,0,4.3,-1,0,-1
0,-3,3,-3,-5,3,-1,0,-4.2,-1,0,-1
0,1,-1,-2,-19,18,0.2,0,0.9,1,0,-1
0,-4,4,2,-9,3,-0.4,1,2.6,-1,1,1
1,2,-2,4,-3,4,-0.4,0,-0.6,0,0,1
0,-1,1,-2,-7,-2,-0.4,1,0.5,-1,1,1
1,7,-7,9,4,-1,0.8,0,3.3,0,1,1
1,0,0,-2,4,-3,0.2,0,-1.6,0,1,-1
0,-1,1,0,0,-4,-0.2,0,-3.3,1,0,1
1,8,-8,7,4,-2,1.2,1,3.8,1,0,1
0,-7,7,-6,6,0,-0.4,-1,1.2,-1,-1,-1
0,5,-5,4,-2,-1,0.6,-1,4.9,1,-1,-1
0,-5,5,2,-3,-4,-0.8,0,3.6,-1,-1,-1
1,0,0,0,3,0,0,0,-2.4,1,0,1
0,1,-1,-1,2,1,0.2,0,2.8,-1,1,-1
0,0,0,1,-75,1,-0.2,0,-1.5,1,0,-1
0,-1,1,-1,1,-1,-0.6,0,-1.8,1,0,1
1,1,-1,-3,135,0,-0.2,0,-1.9,1,1,-1
0,-3,3,-5,0,3,-0.2,0,2.2,0,0,1
0,-5,5,-3,-4,2,-0.6,0,-0.3,-1,0,-1
1,-1,1,-1,-12,-2,0,0,1.4,-1,0,1
0,-7,7,-13,-4,0,-0.6,0,-0.1,-1,0,-1
0,-2,2,-2,-1,3,0,0,0.1,0,1,-1
1,5,-5,2,-3,2,0.2,0,0.5,-1,1,1
1,7,-7,7,-2,0,0.6,0,5.3,-1,1,1
1,5,-5,4,-19,0,0.6,0,6.9,0,0,1
1,0,0,2,-2,3,-0.2,0,-1.1,0,0,-1
1,3,-3,-1,1,1,0.4,0,-4.1,-1,0,1
0,-6,6,1,1,-3,-0.4,0,0.1,1,0,-1
1,1,-1,-1,6,-2,0.4,0,2.8,1,-1,1
0,-1,1,-3,24,-1,0.2,0,1.3,1,0,-1
0,-2,2,5,0,3,-1,-2,-4.8,-1,-1,-1
0,-7,7,-8,9,0,-1,0,-1.9,-1,-1,-1
0,-3,3,-3,-10,3,-0.2,0,-0.5,1,1,-1
0,3,-3,-2,-2,4,0.2,0,1.3,-1,0,1
1,7,-7,14,-3,0,0.2,0,-3.7,1,0,-1
0,0,0,-3,4,0,0.4,0,-0.3,1,0,1
0,3,-3,1,2,0,0,0,-2.1,1,0,1
0,5,-5,9,-31,-1,0,0,2.7,-1,0,-1
1,10,-10,8,1,-1,0.6,0,2.2,1,1,1
0,3,-3,4,-62,0,0.4,0,1.6,1,1,-1
0,-3,3,-1,38,2,-0.6,0,1.8,-1,1,1
1,2,-2,-2,1,-1,0.2,0,3,-1,0,-1
